Name,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Global_Sales,Year,img_url,Market_Share
Hitman Trilogy,Action,M,PS2,Eidos Interactive,IO Interactive,,,,0.11,2007,/games/boxart/1955023ccc.jpg,0.017023383939211247
Dragon Quest & Final Fantasy in Itadaki Street Portable,Misc,,PSP,Square Enix,Square Enix,,,,0.11,2006,/games/boxart/full_1587967JapanFrontccc.jpg,0.021613974416914043
Kairo,Puzzle,,PC,Lupus Studios Limited,Locked Door Puzzle,,,,0.11,2013,/games/boxart/full_5025350AmericaFrontccc.jpg,0.023748353807292993
A.R.E.S. Extinction Agenda,Platform,,PC,Extend Studio,ORiGO Games,,6.8,,0.11,2010,/games/boxart/full_ares-extinction-agenda_660AmericaFront.jpg,0.016086339772744096
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Action,E,X360,THQ,THQ,,,,0.11,2011,/games/boxart/full_penguins-of-madagascar-dr-blowhole-returns_173AmericaFront.jpg,0.01717622810030927
Rock Band Track Pack: Classic Rock,Misc,T,PS3,MTV Games,Harmonix Music Systems,,,,0.11,2009,/games/boxart/full_1458341AmericaFrontccc.jpg,0.015619453319133924
Heroes of Hammerwatch,Action-Adventure,,PC,Crackshell,Crackshell,,,,0.11,2018,/games/boxart/full_3422033AmericaFrontccc.jpg,0.04385615182202373
Cabela's Adventure Camp,Misc,E,PS3,Activision,Activision,,,,0.11,2011,/games/boxart/full_cabelas-adventure-camp_206AmericaFront.jpg,0.01717622810030927
Railroad Tycoon II,Strategy,E,PS,Take-Two Interactive,Take-Two Interactive,,6.6,,0.11,2000,/games/boxart/full_4356179AmericaFrontccc.jpg,0.04261748866762233
The Legend of Heroes II: Prophecy of the Moonlight Witch (JP sales),Role-Playing,E10,PSP,Namco Bandai,MiCROViSion Inc. / Falcom Corporation,,,,0.11,2006,/games/boxart/7855676ccc.jpg,0.021613974416914043
The Hardy Boys: The Hidden Theft,Adventure,E10,Wii,DreamCatcher Interactive,XPEC Entertainment Inc.,,,,0.11,2009,/games/boxart/full_1677706AmericaFrontccc.jpg,0.015619453319133924
Naruto Shippuden 3D: The New Era,Action,,3DS,505 Games,Takara Tomy,,,,0.11,2011,/games/boxart/full_naruto-shippuden-3d-the-new-era_914PALFront.jpg,0.01717622810030927
My Boyfriend,Simulation,E10,DS,THQ,exozet games,,,,0.11,2009,/games/boxart/full_4829018AmericaFrontccc.jpg,0.015619453319133924
Evil Maze,Action,,PC,ZOV GAME STUDIO,ZOV GAME STUDIO,,,,0.11,2016,/games/boxart/full_4282866AmericaFrontccc.jpg,0.032545341578153364
Kirarin * Revolution: Kira Kira Idol Audition,Simulation,,DS,Konami,Konami,,,,0.11,2006,/games/boxart/full_1945022JapanFrontccc.jpg,0.021613974416914043
Killer Instinct (2013),Fighting,T,XOne,Microsoft Studios,Iron Galaxy,,,,0.11,2014,/games/boxart/full_257651AmericaFrontccc.jpg,0.024880123043517645
Ranma 1/2: Akanekodan Teki Hihou,Role-Playing,,SNES,TOHO,Rumic Soft,,,,0.11,1993,/games/boxart/full_3201439JapanFrontccc.jpg,0.16850490196078438
The BIGS,Sports,E,PSP,2K Sports,Blue Castle Games,,7.6,,0.11,2007,/games/boxart/9551527ccc.jpg,0.017023383939211247
Pac-Man and the Ghostly Adventures 2,Platform,E10,PS3,Namco Bandai Games,Monkey Bar Games,,,,0.11,2014,/games/boxart/full_3597531AmericaFrontccc.jpg,0.024880123043517645
Monster Jam: Path of Destruction,Racing,E,PSP,Activision,Virtuos,,,,0.11,2010,/games/boxart/full_monster-jam-2011_6AmericaFront.jpg,0.016086339772744096
Victory Zone,Misc,,PS,Sony Computer Entertainment,Sony Computer Entertainment Japan,,,,0.11,1995,/games/boxart/full_4718965JapanFrontccc.jpg,0.11502666527240407
Rengoku: The Tower of Purgatory,Action,M,PSP,Konami,Neverland,,4.7,,0.11,2005,/games/boxart/full_2728125AmericaFrontccc.jpg,0.023751430483881574
The Secret Saturdays: Beasts of the 5th Sun,Action,E10,PSP,D3 Publisher,High Voltage Software,,,,0.11,2009,/games/boxart/full_4326191AmericaFrontccc.jpg,0.015619453319133924
Fit in Six,Sports,E,Wii,Ubisoft,Blue Byte Studio,,,,0.11,2011,/games/boxart/full_fit-in-six_783AmericaFront.jpg,0.01717622810030927
Goal Storm '97,Sports,E,PS,Konami,Konami,,,,0.11,1997,/games/boxart/full_1617426AmericaFrontccc.jpg,0.06155567991046439
Paws & Claws: Pet Resort,Simulation,E,Wii,THQ,ValuSoft,,,,0.11,2009,/games/boxart/full_1672402AmericaFrontccc.jpg,0.015619453319133924
Dynasty Warriors Advance,Action,E10,GBA,Nintendo,Koei,,5.2,,0.11,2005,/games/boxart/5381209ccc.jpg,0.023751430483881574
Pachi-Slot Aruze Oukoku 3,Misc,,PS,Aruze Corp,Aruze Corp,,,,0.11,2000,/games/boxart/full_6155164JapanFrontccc.jpg,0.04261748866762233
Pixel Puzzles 2: Space,Puzzle,,PC,DL Softworks,DL Softworks,,,,0.11,2016,/games/boxart/full_9070611AmericaFrontccc.jpg,0.032545341578153364
Tournament Pool,Sports,E,Wii,Destineer,Blade Interactive,,,,0.11,2009,/games/boxart/full_8147965AmericaFrontccc.jpg,0.015619453319133924
Transformers: Devastation,Action,T,X360,Activision,PlatinumGames,,,,0.11,2015,/games/boxart/full_4369266AmericaFrontccc.jpeg,0.029213363786052077
Guilty Gear Xrd -Revelator-,Fighting,T,PS3,Aksys Games,Arc System Works,,,,0.11,2016,/games/boxart/full_6821106PALFrontccc.jpg,0.032545341578153364
Aqua Aqua,Puzzle,E,PS2,3DO,Zed Two Limited,,,,0.11,2001,/games/boxart/6973965ccc.jpg,0.03162646272390106
Naruto Shippuden: Naruto vs. Sasuke,Action,E10,DS,Atlus,Takara Tomy,,,,0.11,2010,/games/boxart/full_naruto-shippuuden-naruto-vs-sasuke_10AmericaFront.jpg,0.016086339772744096
Mega Man Zero 4,Platform,E,GBA,Capcom,Inti Creates,,,,0.11,2005,/games/boxart/8549502ccc.jpg,0.023751430483881574
NASCAR '14,Racing,E,PS3,Deep Silver,Eutechnyx,,,,0.11,2014,/games/boxart/full_5761063AmericaFrontccc.jpg,0.024880123043517645
Black Bass with Blue Marlin,Sports,E,PS,Hot-B,Unknown,,,,0.11,1999,/games/boxart/6422239ccc.jpg,0.040911964890095576
Mega Man Battle Network 5: Double Team DS (JP sales),Role-Playing,E,DS,Capcom,Capcom,,,,0.11,2005,/games/boxart/full_4836011AmericaFrontccc.jpg,0.023751430483881574
Ace of Words,Puzzle,,PC,Ocean Software,ZeroBit Games,,,,0.11,2016,/games/boxart/full_1615599AmericaFrontccc.jpg,0.032545341578153364
The Voice,Music,E10,X360,Activision,Zoe Mode,,,,0.11,2014,/games/boxart/full_6426189AmericaFrontccc.jpg,0.024880123043517645
Utawarerumono: Chiriyukusha e no Komoriuta,Adventure,,PS2,Aquaplus,Flight-Plan,,,,0.11,2006,/games/boxart/full_9954828JapanFrontccc.jpg,0.021613974416914043
Hyper Formation Soccer,Sports,,PS,Human Entertainment,Human Entertainment,,,,0.11,1995,/games/boxart/full_3494838JapanFrontccc.jpg,0.11502666527240407
Kamen Rider: Battride War II,Misc,,PS3,Namco Bandai Games,Unknown,,,,0.11,2014,/games/boxart/full_2395035JapanFrontccc.jpg,0.024880123043517645
Tiger Woods PGA Tour 06,Sports,E,GC,EA Sports,EA Sports,,,,0.11,2005,/games/boxart/8706814ccc.jpg,0.023751430483881574
Jupiter Strike,Shooter,E,PS,Acclaim Entertainment,Taito Corporation,,,,0.11,1995,/games/boxart/full_3665760AmericaFrontccc.jpg,0.11502666527240407
Sudokuro,Puzzle,E,DS,Crave Entertainment,FrontLine Studios,,,,0.11,2007,/games/boxart/3699575ccc.gif,0.017023383939211247
Shadow Warrior (2013),Shooter,M,PS4,Devolver Digital,Flying Wild Hog,,,,0.11,2014,/games/boxart/full_545189AmericaFrontccc.jpg,0.024880123043517645
Tetris Evolution,Puzzle,E,X360,THQ,THQ,,,,0.11,2007,/games/boxart/4574950ccc.gif,0.017023383939211247
Saigo no Yakusoku no Monogatari,Role-Playing,,PSP,Unknown,imageepoch Inc.,,,,0.11,2011,/games/boxart/full_saigo-no-yakusoku-no-monogatari_632JapanFront.jpg,0.01717622810030927
Mighty No. 9,Platform,E10,PC,Deep Silver,Comcept,,,,0.11,2016,/games/boxart/full_8330333AmericaFrontccc.jpg,0.032545341578153364
Metal Gear Solid Integral,Adventure,,PS,Konami,Konami,,9.0,,0.11,1999,/games/boxart/full_5300914JapanFrontccc.jpg,0.040911964890095576
HIVESWAP: ACT 1,Adventure,,PC,"What Pumpkin Games, Inc.","What Pumpkin Games, Inc.",,,,0.11,2014,/games/boxart/full_3885224AmericaFrontccc.jpg,0.024880123043517645
Depth Hunter 2: Deep Dive,Simulation,,PC,Biart Design Studio,BiArt,,,,0.11,2014,/games/boxart/full_6567695AmericaFrontccc.jpg,0.024880123043517645
FIFA World Cup Germany 2006,Sports,E,PSP,EA Sports,EA Canada,,6.5,,0.11,2006,/games/boxart/5883727ccc.jpg,0.021613974416914043
Chime,Puzzle,,PC,OneBigGame,Zoe Mode,,,,0.11,2010,/games/boxart/full_chime_857AmericaFront.png,0.016086339772744096
Dungeon Souls,Action-Adventure,,PC,Black Shell Media,Lamina Studios,,,,0.11,2016,/games/boxart/full_1380682AmericaFrontccc.jpg,0.032545341578153364
Reign of Fire,Shooter,T,GC,BAM! Entertainment,Kuju Entertainment,,,,0.11,2002,/games/boxart/3567655ccc.jpg,0.028268188009148734
Rogue Warrior,Shooter,M,X360,Bethesda Softworks,Rebellion Developments,,3.0,,0.11,2009,/games/boxart/full_rogue-warrior_410AmericaFront.jpg,0.015619453319133924
Pro Evolution Soccer 2017,Sports,E,X360,Konami Digital Entertainment,PES Productions,,,,0.11,2016,/games/boxart/full_1988291AmericaFrontccc.jpg,0.032545341578153364
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Action,E,DS,THQ,THQ,,,,0.11,2011,/games/boxart/full_penguins-of-madagascar-dr-blowhole-returns_411AmericaFront.jpg,0.01717622810030927
Adventure Time: Finn & Jake Investigations,Action,E10,3DS,Little Orbit,Vicious Cycle,,,,0.11,2015,/games/boxart/full_7715594AmericaFrontccc.jpg,0.029213363786052077
"Sakura Wars: So Long, My Love",Role-Playing,T,Wii,NIS America,RED Entertainment,,7.4,,0.11,2010,/games/boxart/full_sakura-wars-so-long-my-love_8AmericaFront.jpg,0.016086339772744096
Assassin's Creed Chronicles,Action,T,PS4,Ubisoft,Climax Studios,,,,0.11,2016,/games/boxart/full_8110137AmericaFrontccc.jpg,0.032545341578153364
Sakura Wars,Adventure,,DC,Sega,Overworks,,7.6,,0.11,2000,/games/boxart/full_9297061JapanFrontccc.jpg,0.04261748866762233
Jampack Volume 14 (RP-T),Misc,T,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,,,,0.11,2006,/games/boxart/full_9197249AmericaFrontccc.jpg,0.021613974416914043
Pro Yakyuu Team o Tsukurou! 2,Sports,,DS,Sega,Sega,,,,0.11,2009,/games/boxart/full_1212410JapanFrontccc.gif,0.015619453319133924
Rome: Total War,Strategy,T,PC,Activision,The Creative Assembly,,9.0,,0.11,2004,/games/boxart/6366216ccc.jpg,0.023862724255374595
Mace Griffin: Bounty Hunter,Shooter,M,XB,VU Games,Warthog,,,,0.11,2003,/games/boxart/full_8916673AmericaFrontccc.jpg,0.027284452822700766
Martian Gothic: Unification,Adventure,M,PS,Take-Two Interactive,Creative Reality,,,,0.11,2001,/games/boxart/full_9519831AmericaFrontccc.jpg,0.03162646272390106
Woody Woodpecker Racing,Racing,E,PS,Konami,Syrox Developments,,,,0.11,2000,/games/boxart/full_woody-woodpecker-racing_604AmericaFront.jpg,0.04261748866762233
Final Fantasy XII International Zodiac Job System,Role-Playing,,PS2,Square Enix,Square Enix,,,,0.11,2007,/games/boxart/full_9774835JapanFrontccc.jpg,0.017023383939211247
Fight Club,Fighting,M,XB,VU Games,Genuine Games,,,,0.11,2004,/games/boxart/3937637ccc.jpg,0.023862724255374595
Carnage Heart,Strategy,E,PS,Sony Computer Entertainment,ArtDink,,7.1,,0.11,1997,/games/boxart/4017406ccc.jpg,0.06155567991046439
"Grand Theft Auto: Mission Pack #1, London 1969",Adventure,M,PS,Rockstar Games,DMA Design,,6.7,,0.11,1999,/games/boxart/full_5175653AmericaFrontccc.jpg,0.040911964890095576
Kamen Rider: Climax Heroes,Fighting,,PS2,Namco Bandai,Eighting,,,,0.11,2009,/games/boxart/full_4602664JapanFrontccc.jpg,0.015619453319133924
Robotics;Notes,Visual Novel,,PS3,5pb,5pb. Games,,,,0.11,2012,/games/boxart/full_3163760JapanFrontccc.jpg,0.027471155286948833
Disney Channel Collection Vol. 1,Misc,,GBA,Majesco,Disney Interactive,,,,0.11,2004,/games/boxart/6577990ccc.jpg,0.023862724255374595
SimAirport,Simulation,,PC,LVGameDev LLC,LVGameDev LLC,,,,0.11,2017,/games/boxart/full_465331AmericaFrontccc.jpg,0.03002511191178095
Total Immersion Racing,Racing,E,PS2,Empire Interactive,Razorworks Studios,,,,0.11,2002,/games/boxart/2430566ccc.gif,0.028268188009148734
Virtual Hydlide,Role-Playing,E,SAT,Atlus,Tikipod,,,,0.11,1995,/games/boxart/7670894ccc.jpg,0.11502666527240407
Petz Fashion: Dogz & Catz,Simulation,E,DS,Ubisoft,Ubisoft,,,,0.11,2009,/games/boxart/full_1325549AmericaFrontccc.jpg,0.015619453319133924
Viewtiful Joe: Double Trouble!,Action,T,DS,Capcom,Clover Studio,,,,0.11,2005,/games/boxart/8567373ccc.jpg,0.023751430483881574
Rocky Balboa,Sports,T,PSP,Sony Computer Entertainment,Ubisoft,,,,0.11,2007,/games/boxart/full_6796720AmericaFrontccc.jpg,0.017023383939211247
Warriors Orochi 3,Action,T,PSP,Tecmo Koei,Omega Force,,,,0.11,2012,/games/boxart/full_3631330JapanFrontccc.jpg,0.027471155286948833
FlatOut: Ultimate Carnage,Racing,T,X360,Empire Interactive,Bugbear Entertainment,,,,0.11,2007,/games/boxart/3247630ccc.jpg,0.017023383939211247
Space Invaders,Shooter,E,GBA,Activision,Torus Games,,,,0.11,2002,/games/boxart/full_5311091AmericaFrontccc.jpg,0.028268188009148734
Digimon Digital Card Battle,Strategy,T,PS,Bandai,Bandai,,,,0.11,2001,/games/boxart/full_2353847AmericaFrontccc.jpg,0.03162646272390106
Alvin and the Chipmunks: Chipwrecked,Misc,E10,X360,Majesco,Behaviour Interactive,,,,0.11,2011,/games/boxart/full_alvin-and-the-chipmunks-chipwrecked_806AmericaFront.jpg,0.01717622810030927
Kuroko no Basuke: Game of Miracles,Sports,,PSP,Bandai Namco Games,Bandai Namco Games,,,,0.11,2012,/games/boxart/full_3289752JapanFrontccc.jpg,0.027471155286948833
AquaPazza: AquaPlus Dream Match,Misc,,PS3,Atlus,Unknown,,,,0.11,2013,/games/boxart/full_9985256AmericaFrontccc.jpg,0.023748353807292993
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,Sports,,PS2,Konami,PawaPuro Production,,,,0.11,2006,/games/boxart/full_6139708JapanFrontccc.jpg,0.021613974416914043
Pro Evolution Soccer 2014,Sports,E,PC,Konami Digital Entertainment,Konami,,8.3,,0.11,2013,/games/boxart/full_3918419PALFrontccc.jpg,0.023748353807292993
Family Feud: 2012 Edition,Misc,E10,X360,Ubisoft,Ubisoft,,,,0.11,2011,/games/boxart/full_family-feud-2012-edition_814AmericaFront.jpg,0.01717622810030927
Yuusha no Kuse ni Namaikida Or 3D,Strategy,,PSP,Sony Computer Entertainment,Acquire,,,,0.11,2010,/games/boxart/full_7107423JapanFrontccc.jpg,0.016086339772744096
Trauma Center: Under the Knife 2,Simulation,T,DS,Atlus,Atlus Co.,,8.2,,0.11,2008,/games/boxart/full_5322237AmericaFrontccc.jpg,0.014895259245216723
Cities XXL,Simulation,,PC,Focus Home Interactive,Focus Home Interactive,,,,0.11,2015,/games/boxart/full_7368250PALFrontccc.jpg,0.029213363786052077
Dark Souls: Remastered,Role-Playing,M,XOne,Bandai Namco Entertainment,From Software,,8.0,,0.11,2018,/games/boxart/full_8881652AmericaFrontccc.jpg,0.04385615182202373
Gem Quest: 4 Elements,Puzzle,E,DS,Storm City Games,Mastertronic,,,,0.11,2011,/games/boxart/full_gem-quest-4-elements_846AmericaFront.jpg,0.01717622810030927
Big League Sports: Summer,Sports,E,DS,Activision,Koolhaus Games,,,,0.11,2009,/games/boxart/full_4005633AmericaFrontccc.jpg,0.015619453319133924
Dead to Rights II,Shooter,M,XB,Namco,WideScreen Games,,,,0.11,2005,/games/boxart/884366ccc.jpg,0.023751430483881574
Hysteria Hospital: Emergency Ward,Action,E,DS,O-Games,Gameinvest,,,,0.11,2009,/games/boxart/full_4052485AmericaFrontccc.png,0.015619453319133924
Project: Horned Owl,Shooter,T,PS,Sony Computer Entertainment,Alfa System,,,,0.11,1996,/games/boxart/3654851ccc.jpg,0.06977039198274772
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,Role-Playing,,PSP,Namco Bandai Games,Bandai Namco Games,,,,0.11,2012,/games/boxart/full_2838132JapanFrontccc.jpg,0.027471155286948833
Rock Revolution,Misc,E10,DS,Konami,Zoe Mode / HB Studios,,,,0.11,2008,/games/boxart/7903911ccc.jpg,0.014895259245216723
Science Papa,Misc,E,DS,Activision,Activision,,,,0.11,2009,/games/boxart/full_3943342AmericaFrontccc.jpg,0.015619453319133924
Alvin and the Chipmunks: Chipwrecked,Misc,E10,DS,Majesco,Behaviour Interactive,,,,0.11,2011,/games/boxart/full_alvin-and-the-chipmunks-chipwrecked_568AmericaFront.jpg,0.01717622810030927
Fatal Frame 2: Wii Edition,Action-Adventure,,Wii,Nintendo,Koei Tecmo Games,,,,0.11,2012,/games/boxart/full_6403138PALFrontccc.jpg,0.027471155286948833
NASCAR The Game: Inside Line,Racing,E,X360,Activision,Eutechnyx,,,,0.11,2012,/games/boxart/full_8948374AmericaFrontccc.jpg,0.027471155286948833
QUBIC,Puzzle,,PC,Rock Path Collective,Triple-Star Studio,,,,0.11,2016,/games/boxart/full_3349015AmericaFrontccc.jpg,0.032545341578153364
Dragon Ball Z Super Gokuden: Kakusei-Hen,Role-Playing,,SNES,Bandai,TOSE,,,,0.11,1995,/games/boxart/full_5719774JapanFrontccc.jpg,0.11502666527240407
Busou Shinki: Battle Masters Mk. 2,Action,,PSP,Konami,Konami,,,,0.11,2011,/games/boxart/full_busou-shinki-battle-masters-mk-2_586JapanFront.jpg,0.01717622810030927
Cabela's Dangerous Hunts 2,Sports,T,XB,Activision,FUN Labs,,,,0.11,2005,/games/boxart/5149423ccc.jpg,0.023751430483881574
Fairy Tail: Portable Guild,Fighting,,PSP,Konami,Konami,,,,0.11,2010,/games/boxart/full_2718858JapanFrontccc.jpg,0.016086339772744096
Alpacapaca Dash,Platform,,PC,Synnergy Circle Games,Synnergy Circle Games,,,,0.11,2017,/games/boxart/full_5437785AmericaFrontccc.jpg,0.03002511191178095
My First Dollhouse,Misc,E,DS,505 Games,505 Games,,,,0.11,2010,/games/boxart/full_6379472AmericaFrontccc.jpg,0.016086339772744096
SimCity 2000,Simulation,E,GBA,"Destination Software, Inc",Full-Fat,,,,0.11,2003,/games/boxart/full_9990865AmericaFrontccc.jpg,0.027284452822700766
X-Men: The Official Game,Action,E10,DS,Activision,Amaze Entertainment,,,,0.11,2006,/games/boxart/5902631ccc.jpg,0.021613974416914043
Etrian Odyssey Nexus,Role-Playing,T,3DS,Atlus,Atlus,,,,0.11,2019,/games/boxart/full_1629000AmericaFrontccc.jpg,2.6442307692307714
Brunswick Circuit Pro Bowling 2,Sports,E,PS,THQ,Adrenalin Entertainment,,7.0,,0.11,2000,/games/boxart/full_411863AmericaFrontccc.jpg,0.04261748866762233
D,Adventure,T,PS,Acclaim Entertainment,Warp,,,,0.11,1996,/games/boxart/full_9365657AmericaFrontccc.jpg,0.06977039198274772
Ennichi no Tatsujin,Misc,,Wii,Namco Bandai,Namco Bandai Games,,,,0.1,2006,/games/boxart/full_5833592JapanFrontccc.jpg,0.019649067651740043
The Godfather: Mob Wars,Action,M,PSP,Electronic Arts,Page 44,,6.2,,0.1,2006,/games/boxart/5852076ccc.jpg,0.019649067651740043
Pac-Man and the Ghostly Adventures 2,Platform,E10,X360,Namco Bandai Games,Monkey Bar Games,,,,0.1,2014,/games/boxart/full_7619286AmericaFrontccc.jpg,0.022618293675925136
Puzzle Chronicles,Puzzle,E10,PSP,Konami,Infinite Interactive,,6.5,,0.1,2010,/games/boxart/full_7200856AmericaFrontccc.jpg,0.014623945247949178
Girls und Panzer: I Will Master Tankery,Action,,PSV,Namco Bandai Games,Namco Bandai Games,,,,0.1,2014,/games/boxart/full_5092107JapanFrontccc.jpg,0.022618293675925136
Power Rangers: Super Legends,Action,E10,DS,Disney Interactive Studios,Handheld Games,,,,0.1,2007,/games/boxart/full_704463AmericaFrontccc.jpg,0.015475803581101134
Stronghold Kingdoms,Strategy,,PC,DTP Entertainment,FireFly Studios,,,,0.1,2011,/games/boxart/default.jpg,0.015614752818462975
Wizardry VI: Bane of the Cosmic Forge,Role-Playing,,SNES,ASCII Entertainment,Game Studio,,,,0.1,1995,/games/boxart/full_wizardry-iv-bane-of-the-cosmic-forge_139JapanFront.jpg,0.10456969570218552
Power Pocket Koushien,Sports,,DS,Konami,PawaPuro Production,,,,0.1,2005,/games/boxart/full_7541216JapanFrontccc.jpg,0.02159220953080143
Gravity Games Bike: Street Vert Dirt,Sports,T,PS2,Midway Games,Midway Games,,,,0.1,2002,/games/boxart/full_4354520AmericaFrontccc.jpg,0.025698352735589756
Pro Yakyuu Spirits 2010,Sports,,PS2,Konami,PawaPuro Production,,,,0.1,2010,/games/boxart/full_145690JapanFrontccc.jpg,0.014623945247949178
Jackal,Adventure,,PC,Peace,Peace,,,,0.1,2016,/games/boxart/full_3379259AmericaFrontccc.jpg,0.029586674161957607
Dreamer Series: Top Model,Simulation,E,DS,DreamCatcher Interactive,DreamCatcher Interactive,,,,0.1,2009,/games/boxart/full_8305281AmericaFrontccc.jpg,0.014199503017394477
Troll and I,Action,T,NS,Maximum Games,Spiral House,,,,0.1,2017,/games/boxart/full_8288051AmericaFrontccc.jpg,0.027295556283437227
American Girl: Julie Finds a Way,Adventure,E,DS,THQ,"Webfoot Technologies, Inc.",,,,0.1,2007,/games/boxart/full_436253AmericaFrontccc.jpg,0.015475803581101134
Top Spin,Sports,E,PS2,2K Sports,Pam Development,,,,0.1,2005,/games/boxart/8135285ccc.jpg,0.02159220953080143
Derby Stallion P,Sports,,PSP,Enterbrain,ParityBit,,,,0.1,2006,/games/boxart/full_3288612JapanFrontccc.jpg,0.019649067651740043
GRUZCHIK,Puzzle,,PC,Unknown,Unknown,,,,0.1,2017,/games/boxart/full_1462488AmericaFrontccc.jpg,0.027295556283437227
Kenka Bancho Bros: Tokyo Battle Royale,Action,,PSP,Spike,Spike,,,,0.1,2012,/games/boxart/full_8671871JapanFrontccc.jpg,0.02497377753358985
Slime Rancher,Simulation,E10,PS4,Skybound Games,Monomi Park,,,,0.1,2018,/games/boxart/full_9311462AmericaFrontccc.jpg,0.03986922892911248
UFC: Tapout 2,Fighting,T,XB,TDK Mediactive,DreamFactory,,,,0.1,2003,/games/boxart/5073712ccc.jpg,0.024804048020637064
The Bachelor: The Videogame,Misc,T,Wii,Warner Bros. Interactive,Warner Bros. Interactive Entertainment,,,,0.1,2010,/games/boxart/full_the-bachelor-the-videogame_9AmericaFront.jpg,0.014623945247949178
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,Simulation,,DS,Konami,Konami,,,,0.1,2007,/games/boxart/full_1020143JapanFrontccc.jpg,0.015475803581101134
Darkness Assault,Action,,PC,Black Lime Studio,Black Lime Studio,,,,0.1,2015,/games/boxart/full_5745715AmericaFrontccc.jpg,0.026557603441865526
Ski-Doo Snowmobile Challenge,Racing,E,PS3,Valcon Games,ColdWood Interactive,,,,0.1,2009,/games/boxart/full_5317527AmericaFrontccc.jpg,0.014199503017394477
Jikkyou Powerful Pro Yakyuu 10,Sports,,GC,Konami,Diamond Head,,,,0.1,2003,/games/boxart/full_284481JapanFrontccc.jpg,0.024804048020637064
The First Templar,Adventure,T,X360,Kalypso,Haemimont Games,,7.0,,0.1,2011,/games/boxart/full_the-first-templar_744AmericaFront.jpg,0.015614752818462975
Vexx,Platform,T,XB,Acclaim Entertainment,Acclaim Studios Austin,,6.8,,0.1,2003,/games/boxart/full_6378259AmericaFrontccc.jpg,0.024804048020637064
Winning Eleven: Pro Evolution Soccer 2007,Sports,E,X360,Konami,Konami Computer Entertainment Tokyo,,,,0.1,2007,/games/boxart/2022110ccc.jpg,0.015475803581101134
Disney's Chicken Little: Ace In Action,Shooter,E10,Wii,Buena Vista,Avalanche Software,,7.6,,0.1,2006,/games/boxart/6043701ccc.jpg,0.019649067651740043
Pac-Man Championship Edition 2 + Arcade Game Series,Action,E,PS4,Namco Bandai Games,Namco Bandai Games,,,,0.1,2017,/games/boxart/full_8697972AmericaFrontccc.jpg,0.027295556283437227
F1 Career Challenge,Racing,E,PS2,EA Sports,Visual Science,,,,0.1,2003,/games/boxart/8928998ccc.jpg,0.024804048020637064
Yoostar2,Misc,T,PS3,Unknown,Blitz Game Studios,,,,0.1,2011,/games/boxart/full_yoostar2_10AmericaFront.jpg,0.015614752818462975
Pariah,Action,M,XB,Groove Games,Unknown,,,,0.1,2005,/games/boxart/full_9474909AmericaFrontccc.jpg,0.02159220953080143
World Series of Poker: Tournament of Champions 2007 Edition,Misc,T,PSP,Activision,Left Field Productions,,6.4,,0.1,2006,/games/boxart/full_world-series-of-poker-tournament-of-champions_6AmericaFront.jpg,0.019649067651740043
Cabela's Outdoor Adventures,Sports,T,XB,Activision,FUN Labs,,,,0.1,2005,/games/boxart/9250928ccc.jpg,0.02159220953080143
Battleplan: American Civil War,Strategy,,PC,Kiss,The Mustard Corporation,,,,0.1,2014,/games/boxart/full_4530294AmericaFrontccc.jpg,0.022618293675925136
Metal Slug 3,Shooter,T,XB,SNK,SNK Corporation,,,,0.1,2004,/games/boxart/4267396ccc.jpg,0.02169338568670418
The Lord of the Rings: Conquest,Action,T,DS,Electronic Arts,Artificial Mind and Movement,,5.9,,0.1,2009,/games/boxart/full_2091052AmericaFrontccc.jpg,0.014199503017394477
Motocross Mania 3,Racing,T,PS2,2K Games,Deibus Studios,,,,0.1,2005,/games/boxart/8058570ccc.jpg,0.02159220953080143
Princess Debut,Misc,E,DS,Natsume,Cave,,,,0.1,2008,/games/boxart/full_2316653AmericaFrontccc.jpg,0.01354114476837884
Pro Yakyuu Famista DS 2009,Sports,,DS,Namco Bandai,Bandai Namco Games,,,,0.1,2009,/games/boxart/full_7731627JapanFrontccc.jpg,0.014199503017394477
"Sesame Street: Ready, Set, Grover!",Misc,EC,Wii,Warner Bros. Interactive,Griptonite Games,,,,0.1,2011,/games/boxart/full_sesame-street-ready-set-grover_539AmericaFront.jpg,0.015614752818462975
Thrillville: Off the Rails,Strategy,E10,PSP,LucasArts,Frontier Developments,,,,0.1,2007,/games/boxart/9066650ccc.jpg,0.015475803581101134
NHL-Legacy Edition,Sports,E10,X360,EA Sports,EA Canada,,,,0.1,2015,/games/boxart/full_9269868AmericaFrontccc.jpg,0.026557603441865526
Banjo-Pilot,Racing,E,GBA,THQ,Rare Ltd.,,6.2,,0.1,2005,/games/boxart/full_6536569AmericaFrontccc.jpg,0.02159220953080143
Cloudy With a Chance of Meatballs,Adventure,E,PS3,Ubisoft,Ubisoft Shanghai,,6.7,,0.1,2009,/games/boxart/full_7846553AmericaFrontccc.jpg,0.014199503017394477
